YEAR,CRUISE,DoY,LONGITUDE,LATITUDE,SST,SALINITY,fCO2_atm,fCO2_sw,pH
1998.760047,AMT7,278.1772667,-24.88111333,1.451632667,27.77866667,35.88586667,356.22,363.18,8.0799
1998.760675,AMT7,278.4069167,-25.271525,0.500000042,26.72166667,35.95188333,361.9208333,377.975,8.0681
1998.761406,AMT7,278.674619,-25.63333333,-0.448413333,26.42761905,36.03890952,364.9095238,381.1047619,8.0662
1998.762036,AMT7,278.9051579,-26.0342,-1.472806316,26.17315789,36.18342105,363.3157895,388.8421053,8.0604
1998.762583,AMT7,279.1052222,-26.40832778,-2.384722222,26.36166667,36.29497778,360.7722222,392.7777778,8.0573
1998.763242,AMT7,279.3465789,-26.88158421,-3.482015789,26.43526316,36.11000526,361.3315789,393.8947368,8.0551
1998.763968,AMT7,279.6121818,-27.25379091,-4.400378636,26.465,36.09116818,366.5272727,389.1090909,8.0592
1998.764716,AMT7,279.8859167,-27.679175,-5.451386667,26.37416667,36.15255,359.25,388.8583333,8.0599
1998.765361,AMT7,280.1221053,-28.09692632,-6.490788947,26.33526316,36.13711053,360.2578947,390.0526316,8.0588
1998.765973,AMT7,280.3461429,-28.51587143,-7.469840476,26.1847619,36.16045714,362.2761905,386.6190476,8.0623
1998.766815,AMT7,280.6542083,-28.90069583,-8.47743,26.27666667,36.24282917,363.0791667,371.3083333,8.0767
1998.767507,AMT7,280.9074,-29.31057333,-9.461667333,26.28666667,36.42700667,361.24,366.52,8.0822
1998.768123,AMT7,281.1331818,-29.74127727,-10.46818636,26.11681818,36.50356818,358.8772727,365.95,8.0835
1998.76877,AMT7,281.3698846,-30.16058077,-11.51956154,25.86038462,36.77055385,368.3076923,361.2384615,8.09
1998.769389,AMT7,281.5962353,-30.46618235,-12.25736471,25.75764706,36.87505294,370.8294118,358.3294118,8.0936
1998.770299,AMT7,281.92945,-31.02083,-13.57708,25.7535,37.08297,370.21,363.505,8.0899
1998.770842,AMT7,282.1282,-31.39055333,-14.45057333,25.64066667,37.22692667,359.12,360.74,8.0937
1998.771525,AMT7,282.3781852,-31.84505926,-15.54135926,25.59814815,37.26948519,367.7407407,363.0148148,8.0918
1998.772214,AMT7,282.6302105,-32.21053684,-16.36928947,25.68631579,37.28513158,366.7421053,358.2157895,8.0964
1998.77299,AMT7,282.9142222,-33.02453333,-17.42730556,25.35,37.36106111,361.6555556,362.1611111,8.0936
1998.773875,AMT7,283.2380952,-34.08015714,-18.6254,25.2152381,37.3667381,359.5142857,354.0761905,8.1017
1998.774544,AMT7,283.4829259,-34.81820741,-19.4679,24.68222222,37.16032593,365.1962963,347.7666667,8.1074
1998.775256,AMT7,283.7438182,-35.31211818,-20.27725455,24.55727273,37.13301818,373.8454545,347.7,8.1075
1998.776079,AMT7,284.045,-35.90625,-21.60346667,24.1825,37.102825,361.4,342.3083333,8.1133
1998.776534,AMT7,284.2112727,-36.23181818,-22.24923636,23.63363636,36.94756364,358.6181818,340.8545455,8.1146
1998.777993,AMT7,284.7454,-37.35332,-23.93834,23.398,36.88892,363.36,346.8,8.1085
1998.778123,AMT7,284.793,-37.50168,-24.09832,23.412,36.903,364.28,346.66,8.1087
1998.779545,AMT7,285.3136,-39.23001,-25.82916,22.153,36.8109,359.68,336.69,8.12
1998.780077,AMT7,285.50804,-39.854656,-26.425336,21.9632,36.77352,364.328,333.56,8.1233
1998.781107,AMT7,285.8852258,-40.9992,-27.50322581,21.03419355,36.55812258,361.7258065,331.0129032,8.1258
1998.781969,AMT7,286.2005455,-42.15378636,-28.58713182,20.28454545,36.42776818,360.8636364,330.3272727,8.1265
1998.782825,AMT7,286.5140811,-43.18964324,-29.55089189,19.08972973,36.03676757,369,331.8081081,8.1237
